f_id,nbhd,host,cap,inst,pwr
F00820, Bushwick ,Green Grocer,917,20240502,solar
F00797,bed-stuy,Bodega Grande,"1,397",20241215,generator
F03027,Flatbush,st. marks church,799,20221103,generator
F04148,Flatbush,Community Garden,"1,884",20240708,GRID
F01754,Bedford-Stuyvesant,green grocer,427,20240505,GRID
F03770,Bedford-Stuyvesant,Green Grocer,"1,379",20181209,Solar
F02500,Jackson Heights,the bakery,345,20200926,Solar
F03528,harlem,bodega grande,"1,997",20200415,generator
F02460,Jackson Heights,corner deli,"1,249",20190219,grid
F04881,jackson hts,corner deli,156,20180612,solar
F02791,flatbush ,St. Marks Church,657,20200305,Grid
F00859,Flatbush,mutual aid nyc,903,20230206,Grid
F01483,Bed-Stuy,,"1,247",20230615,Grid
F04774,bed-stuy,,276,20230315,generator
F00639, Bushwick ,The Bakery,"1,759",20201124,generator
F02012,Harlem,community garden,"1,520",20190509,Generator
F00124,bushwick, CORNER DELI ,"1,851",20191006,grid
F03424,Mott Haven,Green Grocer,"1,263",20191215,SOLAR
F03587,flatbush ,st. marks church,928,20180513,Generator
F00540,mott haven,St. Marks Church,"1,415",20190519,Generator
F01928,Mott Haven,community garden,640,20181207,GRID
F01522, Bushwick ,Mutual Aid NYC,"1,373",20220920,Generator
F04632,Ridgewood,,"1,042",20230415,Generator
F00223,Mott Haven,Green Grocer,"1,058",20220717,generator
F00004,Bed-Stuy,St. Marks Church,671,20231107,Grid
F01367,bed-stuy,mutual aid nyc,407,20180512,GRID
F00507,Jackson Heights,st. marks church,"1,246",20181028,Solar
F01824,jackson hts,Green Grocer,"1,420",20210708,GRID
F00045,Sunset Park,Corner Deli,"1,160",20180606,generator
F01848,harlem,St. Marks Church,652,20190122,Generator
F01171,Bedford-Stuyvesant,Bodega Grande,290,20181005,grid
F01836,Sunset Park,Mutual Aid NYC,325,20200527,solar
F02770,crown hts,Corner Deli,"1,211",20180205,Generator
F04892,Bed-Stuy,green grocer,339,20180417,grid
F03845,Flatbush,mutual aid nyc,"1,133",20231005,grid
F02627,Flatbush,The Bakery,"1,780",20201016,Grid
F03991,flatbush ,bodega grande,"1,625",20221002,grid
F02827,bed-stuy,green grocer,"1,032",20180612,SOLAR
F04635,bed-stuy,community garden,184,20220728,SOLAR
F03716,bed-stuy,Bodega Grande,947,20221118,generator
F01534,ridgewood,corner deli,"1,476",20211226,grid
F04032,Jackson Heights,green grocer,845,20180712,GRID
F01632,Crown Heights,Bodega Grande,"1,365",20210602,GRID
F00667,Ridgewood,community garden,"1,521",20200902,Generator
F00895,Mott Haven,Corner Deli,426,20230103,generator
F02043,Bushwick,St. Marks Church,"1,162",20230522,SOLAR
F01139,mott haven,,"1,363",20180101,generator
F01454,mott haven,the bakery,"1,012",20180714,GRID
F00766,Bed-Stuy,bodega grande,453,20190824,solar
F03171,Ridgewood,Mutual Aid NYC,"1,087",20211207,GRID
F00056,sunset park,community garden,"1,917",20191217,GRID
F02428,Jackson Heights,Mutual Aid NYC,79,20220413,Grid
F04547,harlem,Community Garden,619,20180510,GRID
F00571,harlem,,"1,738",20190908,generator
F03614,Jackson Heights, CORNER DELI ,"1,803",20180508,Grid
F02255,bushwick,Green Grocer,"1,281",20240822,SOLAR
F01653,ridgewood,Green Grocer,"1,792",20200609,solar
F02661,Mott Haven,bodega grande,"1,461",20241201,Solar
F04276,Jackson Heights,Corner Deli,699,20210627,generator
F03259,crown hts,Mutual Aid NYC,603,20230602,generator
F04804,flatbush ,Green Grocer,672,20180906,grid
F00526,Bed-Stuy,Mutual Aid NYC,"1,883",20220304,GRID
F04577,crown hts,the bakery,985,20240710,GRID
F04533,flatbush ,Corner Deli,814,20190721,Grid
F02337,jackson hts,Green Grocer,210,20200503,solar
F02795,Ridgewood,Mutual Aid NYC,"1,648",20180804,solar
F00779,Crown Heights,Mutual Aid NYC,232,20190106,generator
F02118, Bushwick ,Corner Deli,"1,198",20210919,Grid
F03268,Flatbush,corner deli,"1,670",20220412,grid
F03800,harlem,community garden,433,20200610,Generator
F04900,mott haven,community garden,445,20991123,Grid
F00249,sunset park,the bakery,"1,465",20190607,Grid
F01396,bed-stuy,green grocer,"1,668",20190526,generator
F01829,Sunset Park,bodega grande,"1,110",20200727,Solar
F03784,Jackson Heights,,"1,244",20211116,Generator
F02379,Ridgewood,community garden,740,20200213,solar
F01462,bed-stuy,mutual aid nyc,520,20990127,GRID
F03508,Ridgewood,The Bakery,66,20210315,generator
F00431,sunset park,Corner Deli,,20190624,GRID
F00695,flatbush ,community garden,"1,989",20220509,Grid
F01453,Ridgewood,the bakery,"1,772",20180717,grid
F00994,crown hts,green grocer,"1,185",20180209,Grid
F00514,Crown Heights,Bodega Grande,658,20241028,Grid
F02011,ridgewood, CORNER DELI ,"1,687",20240302,Grid
F04188,sunset park,The Bakery,"1,476",20230208,GRID
F01541,Harlem,the bakery,574,20230106,solar
F00167,Ridgewood,The Bakery,"1,911",20220719,Generator
F02198,jackson hts,Mutual Aid NYC,"1,597",20220914,SOLAR
F04607,Jackson Heights, CORNER DELI ,,20191027,GRID
F02347,Crown Heights,The Bakery,"1,630",20211013,Generator
F00617,bushwick,St. Marks Church,664,20210901,generator
F00011,Ridgewood,mutual aid nyc,"1,849",20210712,solar
F03786,bed-stuy,Bodega Grande,"1,697",20230912,Generator
F02908,Sunset Park,The Bakery,67,20190208,GRID
F04480,sunset park,,"1,693",20190514,grid
F03468,crown hts,,219,20230822,SOLAR
F02201,bushwick,Mutual Aid NYC,970,20221108,GRID
F01436,Mott Haven,Mutual Aid NYC,"1,411",20230503,solar
F00742,bed-stuy,mutual aid nyc,396,20200614,Generator
F04871,Bushwick,mutual aid nyc,670,20190125,GRID
F03420,Sunset Park,Corner Deli,"1,352",20200603,Generator
F01777,Mott Haven,Corner Deli,"1,359",20210105,generator
F01431,bed-stuy,St. Marks Church,984,20190507,grid
F00775,Bed-Stuy,bodega grande,"1,106",20230318,Generator
F04124,Sunset Park,The Bakery,356,20210115,Solar
F00751,Bed-Stuy,bodega grande,460,20210915,grid
F00792,Crown Heights,Corner Deli,"1,219",20240823,GRID
F01323,bed-stuy,bodega grande,"1,763",20210327,solar
F02530,crown hts,The Bakery,"1,977",20221010,GRID
F03999,crown hts,bodega grande,294,20221204,solar
F02034, Bushwick ,Community Garden,"1,145",20190927,solar
F00661,Bed-Stuy,Mutual Aid NYC,576,20210409,solar
F02781,crown hts,Mutual Aid NYC,829,20220906,Generator
F02276,Crown Heights,Community Garden,363,20200708,grid
F01915,Flatbush,St. Marks Church,"1,738",20200805,GRID
F00940,jackson hts,St. Marks Church,,20231107,Grid
F04847,Crown Heights,Corner Deli,"1,466",20240103,GRID
F04326,bed-stuy,Community Garden,"1,348",20200921,Grid
F00794,mott haven,The Bakery,"1,396",20190710,solar
F00668,sunset park,Green Grocer,656,20240207,generator
F04285,harlem,st. marks church,"1,108",20230707,Solar
F04014,crown hts,St. Marks Church,"1,006",20241104,Grid
F02994,bushwick,Bodega Grande,893,20201209,GRID
F02816,Sunset Park,Mutual Aid NYC,421,20240327,GRID
F02185,flatbush ,Community Garden,45,20191105,solar
F03056,Ridgewood,corner deli,562,20220704,grid
F01285,crown hts,Bodega Grande,739,20240405,GRID
F01727,sunset park, CORNER DELI ,"1,286",20221218,Solar
F03715,flatbush ,Bodega Grande,"1,925",20210220,SOLAR
F03499,Sunset Park,st. marks church,258,20200811,Generator
F02859,Mott Haven,community garden,"1,068",20210923,Grid
F02606,flatbush ,green grocer,"1,327",20201109,solar
F02143,bed-stuy,community garden,"1,444",17761017,grid
F01851, Bushwick , CORNER DELI ,887,20241119,solar
F02612,Crown Heights,green grocer,269,20200212,Generator
F00246,Ridgewood,Corner Deli,412,20201222,grid
F00439,ridgewood, CORNER DELI ,"1,718",20180328,Grid
F01510,Ridgewood,corner deli,581,20191103,GRID
F04329,bed-stuy,Community Garden,"1,340",20241207,Grid
F04468,bed-stuy, CORNER DELI ,409,20200206,Generator
F02142,Crown Heights,Corner Deli,"1,951",20200215,GRID
F01977,Harlem,Community Garden,"1,429",20220705,generator
F03976,bed-stuy,Mutual Aid NYC,453,20220928,grid
F00364,Sunset Park,community garden,287,20230313,GRID
F01283,Sunset Park,Community Garden,"1,696",20180823,Generator
F01161, Bushwick ,,491,20230628,grid
F04134,bushwick,Bodega Grande,480,20181018,Grid
F01341,Ridgewood,Corner Deli,654,20231201,Solar
F03882,Ridgewood,Mutual Aid NYC,434,20201214,Solar
F03806,mott haven,St. Marks Church,171,20190211,generator
F03811,Harlem,St. Marks Church,"1,713",20220417,generator
F04527,crown hts,Green Grocer,"1,664",20190705,Grid
F00078,Bedford-Stuyvesant,,960,20200311,Generator
F02643,Jackson Heights,Corner Deli,"1,856",20231116,GRID
F04197,harlem,corner deli,721,20210211,Solar
F03110,Sunset Park,Corner Deli,262,20220605,Grid
F04461,Harlem,Community Garden,"1,928",20190515,SOLAR
F03832,Mott Haven,Mutual Aid NYC,"1,881",20241021,solar
F04144,Bed-Stuy,The Bakery,"1,363",20180224,SOLAR
F04795,harlem,community garden,"1,483",20181128,Solar
F00339,Flatbush,Community Garden,156,20190525,SOLAR
F04398,Flatbush,Corner Deli,"1,208",20180618,solar
F02216,bushwick,mutual aid nyc,"1,838",20220906,solar
F04481,Bedford-Stuyvesant,Bodega Grande,606,20240507,grid
F03202,jackson hts,Mutual Aid NYC,421,20200523,solar
F00143,ridgewood,community garden,240,20191106,Generator
F01572,Crown Heights,Bodega Grande,373,20191021,GRID
F03998,Sunset Park,corner deli,"1,044",20221206,grid
F02820,bed-stuy,Mutual Aid NYC,244,20200307,GRID
F00802, Bushwick ,community garden,"1,470",20200212,Grid
F03880,sunset park,green grocer,"1,663",20190718,Solar
F00194,Ridgewood,corner deli,"1,585",20200408,Solar
F03113,ridgewood,bodega grande,474,20230919,GRID
F03109,flatbush ,St. Marks Church,"1,170",20230126,Solar
F00123,Bushwick,Corner Deli,"1,458",20240923,generator
F03619,Crown Heights,the bakery,"1,838",20191208,Grid
F01828,Harlem,Community Garden,224,20211012,Grid
F00098, Bushwick ,green grocer,799,20190906,Grid
F02676,Ridgewood,,"1,051",20210810,GRID
F02554,Jackson Heights,St. Marks Church,963,20190616,grid
F02477,jackson hts,Bodega Grande,"1,225",20240806,solar
F02775,Crown Heights,Corner Deli,929,20240113,Grid
F04273,Bed-Stuy, CORNER DELI ,"1,852",20210202,SOLAR
F01430,sunset park,Corner Deli,"1,422",20220813,grid
F03123,Jackson Heights,Community Garden,489,20230827,generator
F01985,harlem,corner deli,"1,860",20221105,generator
F04535,bushwick,,"1,803",20220914,Solar
F01041,bed-stuy,Mutual Aid NYC,"1,387",20240107,SOLAR
F02274,Bushwick,,"1,234",20211015,generator
F02930,Harlem,community garden,343,20220808,grid
F03376,jackson hts, CORNER DELI ,"1,820",20180419,generator
F00488,jackson hts,Community Garden,940,20220817,GRID
F04235,jackson hts,St. Marks Church,"1,121",20220921,Solar
F00017,jackson hts,community garden,994,20200624,GRID
F00871,flatbush ,the bakery,"1,742",20180316,generator
F01598,Jackson Heights,bodega grande,"1,966",20241026,generator
F01755,Ridgewood,Community Garden,974,20241013,Generator
F00773,flatbush ,the bakery,"1,100",20190701,Generator
F00527,ridgewood,Community Garden,236,20211202,GRID
F04267, Bushwick ,corner deli,748,20210812,generator
F01387,ridgewood,the bakery,"1,484",20190816,Solar
F00473,Bed-Stuy,corner deli,,20240608,Grid
F02681,sunset park,Corner Deli,"1,363",20241115,SOLAR
F03325,Harlem,Bodega Grande,409,20210226,Solar
F00429,sunset park,community garden,"1,647",20180207,Grid
F02778,Ridgewood,Bodega Grande,413,20200227,generator
F00641,jackson hts,bodega grande,"1,064",20210528,SOLAR
F01018,crown hts,The Bakery,278,20230611,GRID
F01020,Mott Haven,st. marks church,"1,332",20230127,solar
F00162,Flatbush, CORNER DELI ,456,20241210,Grid
F01324,Harlem,Corner Deli,"1,748",20190118,GRID
F02318,Bed-Stuy, CORNER DELI ,339,20220502,SOLAR
F04417,Crown Heights,st. marks church,"1,892",20230926,Grid
F04474,Bushwick,bodega grande,355,20201217,grid
F04771,Harlem,corner deli,"1,457",20180927,GRID
F03782,bushwick,st. marks church,86,20240405,GRID
F03128,mott haven,Bodega Grande,271,20231216,grid
F01369,bushwick,Corner Deli,153,20200524,Grid
F03874,sunset park,The Bakery,"1,023",20221024,grid
F03132,Harlem,bodega grande,"1,037",20180821,Grid
F04532,Sunset Park,mutual aid nyc,"1,047",20190528,generator
F03557,Harlem,Community Garden,"1,267",20180913,SOLAR
F03108,sunset park,community garden,,20210827,Grid
F02020, Bushwick ,st. marks church,851,20200226,generator
F03347,Bed-Stuy,Green Grocer,"1,525",20241208,Grid
F01101,flatbush ,Bodega Grande,"1,144",20221215,generator
F01122,bed-stuy,,"1,514",20230603,SOLAR
F04383,mott haven,Corner Deli,-30,20181227,GRID
F03448, Bushwick ,Corner Deli,"1,204",20220916,SOLAR
F04387,flatbush ,Green Grocer,"1,662",20190304,SOLAR
F00204,bushwick, CORNER DELI ,990,20230223,Solar
F00316,Sunset Park,Mutual Aid NYC,"1,562",20200909,Grid
F02284,Flatbush,Mutual Aid NYC,"1,253",20180622,Generator
F01831,Ridgewood,The Bakery,999999,20210826,GRID
F02098,Flatbush,corner deli,382,20180108,Generator
F03250,jackson hts,The Bakery,621,20231208,Generator
F03133,flatbush ,Mutual Aid NYC,"1,580",20200825,generator
F00647,bed-stuy,st. marks church,"1,131",20231203,Solar
F00138,Bed-Stuy,The Bakery,"1,521",20220409,GRID
F04439,harlem,green grocer,80,20230625,SOLAR
F00605,Bedford-Stuyvesant,bodega grande,"1,179",20240223,SOLAR
F00415,Bedford-Stuyvesant,Mutual Aid NYC,"1,502",20231015,Solar
F00848,Mott Haven,corner deli,590,20241127,Generator
F03211,Bushwick,Green Grocer,"1,553",20230524,solar
F02306,sunset park,Green Grocer,313,20240817,solar
F04447,Ridgewood,Corner Deli,"1,230",20191026,grid
F03393,Ridgewood,corner deli,889,20210511,Grid
F01648,ridgewood,st. marks church,"1,702",20221226,Solar
F04327,Bedford-Stuyvesant,Green Grocer,"1,366",20240904,Solar
F02193,flatbush ,St. Marks Church,70,20220121,solar
F01984,sunset park,Bodega Grande,283,20190320,GRID
F02110, Bushwick ,Community Garden,855,20200717,solar
F03668,sunset park,Mutual Aid NYC,"1,560",20241219,Solar
F00105,Mott Haven,the bakery,"1,084",20181211,Grid
F01304,bed-stuy,Corner Deli,397,20181221,solar
F00116,flatbush ,Bodega Grande,63,20241119,Generator
F01037,flatbush ,st. marks church,409,20191201,solar
F04595,Harlem,St. Marks Church,652,20231127,grid
F02316,Sunset Park,st. marks church,"1,433",20180213,Grid
F01027,Flatbush,Mutual Aid NYC,"1,328",20201224,generator
F01537,Mott Haven, CORNER DELI ,516,20210319,generator
F02938,Crown Heights,corner deli,,20220304,SOLAR
F01628,flatbush ,Corner Deli,801,20180712,Grid
F00972,mott haven,bodega grande,"1,867",20210424,grid
F01684,ridgewood,st. marks church,536,20181112,Grid
F03340,ridgewood, CORNER DELI ,546,20230913,generator
F04305,Crown Heights, CORNER DELI ,"1,552",20220222,grid
F01698,Harlem,Green Grocer,474,20181116,generator
F03681,harlem,Green Grocer,"1,541",20190417,SOLAR
F00633, Bushwick ,corner deli,617,20230315,SOLAR
F01129,Ridgewood,Community Garden,,20210716,generator
F03270,harlem,Bodega Grande,141,20221119,SOLAR
F02416,jackson hts,Green Grocer,"1,305",20200615,SOLAR
F01296, Bushwick ,Bodega Grande,"1,610",20200428,Grid
F02639,harlem,st. marks church,889,20240116,Generator
F02540,Bushwick,mutual aid nyc,"1,267",20180204,Grid
F03311,Crown Heights,Corner Deli,"1,698",20181002,Solar
F02959,Jackson Heights,St. Marks Church,"1,673",20180422,Grid
F00225,Flatbush,Mutual Aid NYC,"1,941",20190825,SOLAR
F00400,Flatbush,st. marks church,"1,059",20180401,solar
F02301,Ridgewood,,"1,382",20180603,Grid
F03733,flatbush ,Green Grocer,"1,976",20200925,GRID
F00926,jackson hts,community garden,987,20230720,Solar
F00722,crown hts,the bakery,240,20180815,GRID
F02831,Bedford-Stuyvesant, CORNER DELI ,-30,20201119,Generator
F03038,Jackson Heights, CORNER DELI ,"1,087",20220419,generator
F04046,mott haven,The Bakery,995,20210825,Grid
F01772,Crown Heights,Community Garden,"1,938",20241119,SOLAR
F01960, Bushwick ,community garden,627,20240414,grid
F03975,Flatbush,Bodega Grande,"1,282",20210627,Grid
F04228,bed-stuy,green grocer,229,20191212,solar
F00434,Jackson Heights,community garden,"1,047",20190807,Solar
F00581,Harlem,corner deli,247,20220407,Solar
F02173,Bedford-Stuyvesant,corner deli,"1,766",20180516,solar
F04750,crown hts,St. Marks Church,"1,532",20210224,SOLAR
F01686,mott haven,,430,20211126,SOLAR
F00072,harlem,bodega grande,"1,972",20210101,Generator
F03046,sunset park,Bodega Grande,843,20240118,solar
F01503,Sunset Park,community garden,"1,989",20210519,Solar
F01106,flatbush ,the bakery,"1,077",20241226,solar
F01870,Bedford-Stuyvesant,corner deli,69,20211221,Generator
F03997,mott haven,The Bakery,"1,241",20220804,Solar
F01799,Harlem,the bakery,"1,419",20230121,Grid
F03861,ridgewood,corner deli,299,20190113,Solar
F00112,bushwick,Corner Deli,675,20240624,solar
F04002,Jackson Heights,Green Grocer,"1,588",20230427,Solar
F03930,Harlem,community garden,498,20190818,solar
F03623,crown hts,bodega grande,"1,200",20231026,SOLAR
F00445, Bushwick ,st. marks church,495,20200720,Generator
F00269,Crown Heights,corner deli,409,20190521,Solar
F01004,crown hts,St. Marks Church,577,20200712,Generator
F02150,Harlem,corner deli,112,20221018,Generator
F03047, Bushwick ,bodega grande,935,20190517,Solar
F04065,Sunset Park,Bodega Grande,285,20181224,Solar
F04022,bushwick,st. marks church,488,20241201,solar
F02609,Crown Heights,green grocer,318,20240421,grid
F01835,jackson hts,community garden,201,20191225,GRID
F00908,Jackson Heights, CORNER DELI ,"1,217",20180801,solar
F00480,mott haven,Green Grocer,"1,046",20221013,GRID
F03597,flatbush ,green grocer,,20220504,Solar
F03936,ridgewood,The Bakery,,20180824,solar
F04463,bushwick,bodega grande,"1,054",20231226,generator
F03009,Ridgewood,Green Grocer,392,20220702,grid
F03054, Bushwick ,St. Marks Church,,20180813,solar
F01753,ridgewood,green grocer,87,20210615,Solar
F02744,sunset park,the bakery,515,20210924,Solar
F03532,Bed-Stuy,The Bakery,507,20240821,Solar
F00997,Ridgewood,The Bakery,714,20180517,Generator
F03421,jackson hts,The Bakery,"1,549",20241015,GRID
F01525,sunset park,St. Marks Church,436,20200511,Generator
F03669,bed-stuy,mutual aid nyc,"1,391",20241020,generator
F03933,sunset park,Mutual Aid NYC,976,20210817,SOLAR
F01178,Ridgewood,bodega grande,"1,758",20190714,Generator
F02518,Crown Heights,,"1,710",20210928,GRID
F04646,mott haven,the bakery,"1,240",20241222,Grid
F01263,bed-stuy, CORNER DELI ,"1,019",20191104,solar
F01015,Mott Haven,Green Grocer,997,20180805,Generator
F01397,Bed-Stuy,mutual aid nyc,"1,918",20191228,GRID
F04397,Harlem,St. Marks Church,556,20220223,grid
F02559,mott haven,mutual aid nyc,722,20220724,Grid
F01359,ridgewood,bodega grande,489,20180507,Solar
F03965,Ridgewood,bodega grande,455,20241011,Generator
F01214,Harlem,,"1,019",20240728,solar
F02978,Harlem,The Bakery,"1,951",20240218,SOLAR
