m_id,nbhd,artst,med,sz,yr,dt
M03665,LIC,COST,Mosaic,"1,558",2016,20160515
M01491,lower east side,cost,Wheatpaste,"3,429",2008,20081006
M01510,Harlem,jane q. public,Mosaic,"4,441",2020,20200215
M00216,LIC,Banksy,mosaic,"5,954",2015,20151204
M02758,Long Island City,Banksy,mosaic,"1,671",2011,20110614
M01812,Chelsea,Banksy,Wheatpaste,"7,235",2008,20080518
M02724,harlem,jane q. public,Aerosol,"3,721",2023,20230908
M01322,chelsea , BANKSY ,Spray Paint,"2,015",2020,20200123
M01359,soho,banksy,Spray Paint,"7,267",2011,20110605
M01588,soho,COST,spray paint,"1,955",2009,20090712
M04176,SoHo,os gemeos,wheatpaste,"3,065",2018,20180617
M04262,Astoria,KAWS,wheatpaste,"4,020",2009,20090616
M03436,bushwick,Os Gemeos,Aerosol,"4,409",2022,20221106
M04273,williamsburg,lady pink,acrylic,"1,730",2012,20120506
M02552,LIC,kaws,wheatpaste,"7,384",2005,20050520
M01029,LES,futura,mosaic,"1,343",2017,20170414
M04851, Bushwick ,Lady Pink,mosaic,954,2020,20200706
M04633,Astoria,jane q. public,Acrylic,"2,739",2015,20150712
M02115, Bushwick ,faith47,Mosaic,"4,985",2006,20061021
M01727,LIC,Shepard Fairey,mosaic,"4,272",2019,20190912
M02766,Lower East Side,Futura,Aerosol,"3,856",2022,20220602
M01953,LES,lady pink,acrylic,"5,275",2016,20160606
M03770,LES,kaws,spraypaint,"5,738",2008,20080422
M01728,astoria,jane q. public,wheatpaste,"7,785",2008,20080303
M01518, Bushwick ,os gemeos,acrylic,"6,301",2006,20060819
M02209,Lower East Side, BANKSY ,Wheatpaste,"3,772",2019,20190328
M02834,LES,COST,mosaic,376,2015,20150720
M03641,LIC,COST,Spray Paint,"6,831",2013,20130613
M02718,Harlem,Banksy,acrylic,"4,793",2005,20050724
M01369,williamsburg,futura,wheatpaste,571,2014,20141215
M02099,harlem,Banksy,Wheatpaste,224,2016,20161123
M04251,Bushwick,Lady Pink,mosaic,"3,655",2016,20160504
M00159,chelsea ,Futura,spray paint,"5,194",2020,20201019
M04896,bushwick,os gemeos,Spray Paint,999999,2014,20140812
M04014,LES,COST,Mosaic,"2,639",2019,20190505
M01638,Astoria,Jane Q. Public,Wheatpaste,"5,125",2023,20230610
M04764,Lower East Side,Faith47,Aerosol,"6,503",2014,20141113
M02267,chelsea ,Lady Pink,spraypaint,"3,171",2018,20180720
M01709,Lower East Side,os gemeos,Spray Paint,"7,432",2016,20160705
M03407,Chelsea,futura,Acrylic,325,2011,20110901
M00122,williamsburg,cost,spraypaint,"4,461",2021,20211005
M01576,Chelsea,Os Gemeos,Mosaic,708,2015,20150806
M04561,harlem,Banksy,Spray Paint,"1,359",2020,20200223
M00064,harlem,jane q. public,Spray Paint,61,2020,20201210
M00536,SoHo,os gemeos,acrylic,"7,451",2009,20090619
M01178,Astoria,jane q. public,mosaic,"3,098",2009,20090201
M02435,Long Island City,COST,Aerosol,"7,240",2017,20170305
M04005,astoria,os gemeos,spraypaint,"4,873",2017,20171105
M03605,LIC,Lady Pink,Acrylic,"5,162",2018,20180922
M03323,astoria,Banksy,Spray Paint,"6,422",,20100317
M00314,LIC,os gemeos,Wheatpaste,"2,990",2015,20150101
M01007,Bushwick,KAWS,mosaic,"1,552",2011,20110322
M02875,harlem,lady pink,spraypaint,662,2010,20100715
M02221,the bronx,os gemeos,wheatpaste,"2,679",2019,20190112
M02085,chelsea , BANKSY ,acrylic,"6,098",1776,20180516
M02325,Long Island City,jane q. public,Mosaic,"1,530",2018,20180809
M01573,harlem,COST,spraypaint,"7,330",1776,20180226
M03676,BUSHWICK,jane q. public,spraypaint,-50,2011,20110413
M04706,soho,,spraypaint,,2013,20130108
M02751,lower east side,banksy,Spray Paint,"2,396",2017,20170607
M01037,bushwick,Faith47,Mosaic,"5,905",2022,20221202
M03973,astoria,shepard fairey,Acrylic,"1,735",2016,20160212
M03554,Harlem,Os Gemeos,acrylic,"3,734",2005,20050106
M03470,soho,futura,Wheatpaste,"1,903",2013,20131128
M00446,soho,banksy,aerosol,"2,052",2017,20170717
M04539, Bushwick ,faith47,Wheatpaste,"7,309",2008,20081128
M00785, Bushwick ,Futura,Aerosol,"4,020",2018,20180906
M01062,astoria,faith47,mosaic,"6,735",2005,20051223
M00048,Bushwick, BANKSY ,acrylic,"2,804",2017,20170709
M03104,LIC,Banksy,Acrylic,"1,946",2021,20210802
M03961,Williamsburg,Lady Pink,mosaic,"6,356",2009,20091101
M03634,Bushwick,futura,aerosol,"6,506",2010,20100213
M01324,BUSHWICK,jane q. public,aerosol,-50,2023,20231119
M01083,Astoria,os gemeos,mosaic,"5,441",2019,20191009
M03955,LIC,kaws,aerosol,"3,217",2005,20051008
M00444,Long Island City,cost,spray paint,"3,638",2020,20200414
M02469,Lower East Side,,mosaic,143,2009,20090627
M04389,the bronx,KAWS,acrylic,"1,539",2099,20180108
M02698,Bronx,KAWS,aerosol,"1,256",2017,20170311
M02270,Astoria,shepard fairey,Mosaic,"4,453",2012,20120224
M04244,Williamsburg,Banksy,wheatpaste,"2,139",2017,20171011
M02841,LIC,COST,Spray Paint,"5,606",2016,20160527
M02050, Bushwick ,os gemeos,spray paint,"3,975",2015,20151019
M04358,soho,lady pink,aerosol,"7,154",2011,20110601
M03610,Chelsea,Jane Q. Public,mosaic,"6,756",2013,20130409
M00185,lower east side,os gemeos,Aerosol,"2,861",2017,20170714
M01096,lower east side,futura,spray paint,"1,062",2019,20191211
M03839,LIC,Faith47,Mosaic,,2016,20161117
M00069,lower east side,Faith47,Wheatpaste,"3,385",2008,20081216
M04529,soho,shepard fairey,Spray Paint,"3,804",2005,20050113
M02306,BUSHWICK,Os Gemeos,aerosol,"7,080",2014,20140810
M01917,williamsburg,shepard fairey,Mosaic,"5,500",2009,20090320
M02729,BUSHWICK, BANKSY ,Mosaic,"3,947",2019,20191004
M02422,Bushwick,lady pink,aerosol,"3,302",2022,20221218
M00723,LIC,kaws,acrylic,"1,384",2012,20120510
M04762,lower east side,,Spray Paint,"6,357",2012,20121222
M00907,Long Island City,cost,acrylic,"2,320",2014,20141116
M04492,bushwick, BANKSY ,Wheatpaste,"5,646",2011,20110816
M03351,Bronx,banksy,Wheatpaste,"4,050",2005,20050224
M01572,the bronx,COST,mosaic,"2,008",2010,20100315
M02212,bushwick,Faith47,mosaic,"6,954",2015,20150802
M01065, Bushwick , BANKSY ,Acrylic,"4,453",2023,20230219
M03151,BUSHWICK,Faith47,Mosaic,"5,833",2020,20200320
M04560,Bushwick,shepard fairey,aerosol,"4,264",2021,20211221
M00898,chelsea ,Os Gemeos,Aerosol,"6,914",2006,20060211
M03956,Lower East Side,COST,aerosol,"5,726",2011,20110504
M02083,Lower East Side,Futura,Spray Paint,"2,083",2008,20080223
M03374,Astoria,Futura,Mosaic,"2,637",2022,20220824
M03683,LIC, BANKSY ,Mosaic,"7,881",2018,20180510
M00052,Astoria,faith47,spray paint,"4,676",2016,20160217
M02280,Bronx,kaws,aerosol,"2,319",2005,20050728
M02802,harlem,Banksy,mosaic,"7,471",2015,20150309
M00176,BUSHWICK,kaws,acrylic,"4,436",2015,20151107
M02932,Bushwick,Faith47,spray paint,"7,127",2009,20090606
M01934,Lower East Side,Shepard Fairey,Mosaic,"6,384",2007,20071227
M00847,SoHo,Faith47,Aerosol,"3,840",2017,20170417
M02097, Bushwick ,os gemeos,Acrylic,"5,135",2015,20150628
M01582,harlem,os gemeos,Spray Paint,"5,740",2009,20090628
M04093,Bronx,,acrylic,267,2016,20160324
M04730,LIC,KAWS,Mosaic,"4,531",2008,20081124
M00030,Long Island City,KAWS,Mosaic,"7,090",2016,20160212
M03632,Chelsea,COST,aerosol,"2,197",2018,20181219
M02395,SoHo, BANKSY ,Mosaic,"2,525",2013,20130111
M02942,Astoria,Os Gemeos,wheatpaste,"6,971",2006,20060610
M01218,the bronx,jane q. public,Spray Paint,"3,403",2009,20090117
M00780,Bronx,futura,aerosol,"4,253",2018,20180325
M02677,Long Island City,futura,Acrylic,"2,604",2018,20180314
M00874,Lower East Side,Shepard Fairey,Spray Paint,"8,000",2011,20110707
M04483,astoria,banksy,mosaic,372,2017,20170403
M00895,LES,shepard fairey,Wheatpaste,"3,119",2018,20181211
M01553,bushwick,faith47,Spray Paint,"1,537",2005,20050625
M02963,BUSHWICK,jane q. public,Wheatpaste,"4,271",2018,20180124
M02419,Bronx,Banksy,Spray Paint,"2,812",2009,20090324
M02466,LIC,banksy,Wheatpaste,"6,557",2017,20170217
M02618,williamsburg,Lady Pink,aerosol,"5,565",2022,20220226
M00164,soho,,spraypaint,"2,280",2023,20230727
M02866,Long Island City,banksy,Acrylic,430,2009,20090113
M01715,Lower East Side,COST,spraypaint,"4,579",2010,20101127
M04379,the bronx,banksy,spray paint,"4,840",2016,20160328
M04055,Astoria,faith47,spray paint,665,2010,20100421
M04403,astoria, BANKSY ,spray paint,"1,301",2009,20090318
M04640,bushwick,banksy,Spray Paint,578,2019,20190822
M00546,LIC,futura,Aerosol,"4,834",2022,20220105
M00133,astoria,,Spray Paint,"1,474",2019,20190326
M03727,Harlem,Shepard Fairey,Aerosol,"1,977",2012,20120912
M03165,LES,Faith47,wheatpaste,"6,319",2007,20071219
M04301,Williamsburg,futura,Wheatpaste,"5,100",1776,20180505
M00583,BUSHWICK,COST,Wheatpaste,203,2007,20070214
M00547,Bronx,Os Gemeos,Aerosol,"7,352",2010,20100401
M01717,soho,jane q. public,Acrylic,"2,245",2016,20160310
M03237,Williamsburg,Jane Q. Public,Wheatpaste,"4,518",2016,20160919
M02293,Long Island City,lady pink,spray paint,"1,676",2007,20070421
M00471,chelsea ,Lady Pink,wheatpaste,"1,105",2006,20060713
M00645,LES,os gemeos,Spray Paint,"4,968",2008,20080117
M02979,Chelsea,COST,aerosol,"7,122",2019,20191225
M03628,lower east side,Os Gemeos,Mosaic,"7,354",2011,20110406
M00669,Harlem,Banksy,Mosaic,"7,280",2006,20060811
M01675, Bushwick ,KAWS,mosaic,390,2007,20070901
M02059,Astoria,futura,Mosaic,"2,081",2023,20230825
M03357,Chelsea,faith47,wheatpaste,"4,990",2010,20100325
M02660,soho,Banksy,aerosol,"2,287",2008,20081014
M00504,LIC,cost,spray paint,"3,989",2022,20221110
M04618,Harlem,os gemeos,Mosaic,-50,2016,20161216
M04168,astoria,Futura,Spray Paint,156,,20080612
M02452,SoHo,Faith47,wheatpaste,"7,297",2005,20051223
M01662,Williamsburg,futura,Acrylic,"4,831",2015,20150523
M00293,Bushwick,Jane Q. Public,Acrylic,"6,428",2012,20120521
M01967,williamsburg,faith47,aerosol,"1,763",2017,20170905
M01483,Astoria,Futura,Wheatpaste,135,,20150619
M00987,Bushwick,COST,spraypaint,"4,631",2013,20130721
M01148,Chelsea,COST,acrylic,"2,055",2011,20111222
M02994, Bushwick ,os gemeos,acrylic,"1,459",2011,20110522
M03701,Chelsea,shepard fairey,spraypaint,999999,2005,20050608
M02787,the bronx,jane q. public,Mosaic,"7,029",2017,20170813
M04852,williamsburg,Lady Pink,Acrylic,"6,568",,20210822
M02019,LES,banksy,Aerosol,"5,101",2012,20120509
M03882, Bushwick ,KAWS,Acrylic,,2009,20090527
M00264,LES,Shepard Fairey,Acrylic,"2,255",2015,20150502
M00864,Chelsea,lady pink,Spray Paint,"2,674",2022,20220417
M04069,chelsea ,COST,aerosol,,2014,20141007
M01419,Lower East Side,KAWS,Wheatpaste,"4,076",2021,20211109
M02026,BUSHWICK,Lady Pink,Aerosol,"3,057",2014,20140408
M01074, Bushwick ,Jane Q. Public,Mosaic,"3,955",2008,20080726
M00011,williamsburg,futura,Acrylic,"6,191",2015,20150801
M04768,harlem,KAWS,spray paint,"3,878",2011,20111115
M00685,chelsea ,banksy,wheatpaste,"1,610",2016,20161108
M03666,bushwick,Faith47,Spray Paint,"6,151",2011,20110816
M02437,Astoria,Shepard Fairey,mosaic,971,2010,20100209
M00551,Williamsburg,,mosaic,"5,651",2013,20130218
M01028,Harlem,cost,aerosol,"1,962",2022,20220204
M04520,Astoria,cost,spray paint,380,2022,20221205
M03322,LIC,COST,mosaic,"3,890",2013,20131220
M01247,chelsea ,Shepard Fairey,spray paint,"2,933",2012,20120720
M02734,LIC,lady pink,Mosaic,"4,618",2007,20071004
M02022,SoHo,Faith47,Wheatpaste,"7,189",2019,20190308
M02177,Long Island City,Futura,spray paint,"1,844",2007,20070907
M02813,Bronx,Shepard Fairey,spray paint,"3,868",2017,20170725
M00087,harlem, BANKSY ,spraypaint,"3,987",2014,20140215
M03420,Williamsburg,COST,Aerosol,"2,135",2016,20161022
M03945,williamsburg,KAWS,Wheatpaste,163,2011,20111006
M03308, Bushwick ,banksy,Acrylic,"2,691",2023,20231117
M00791,SoHo,Futura,Wheatpaste,"2,993",2016,20161012
M00567,the bronx,Shepard Fairey,acrylic,666,2021,20210410
M03067,Chelsea,Shepard Fairey,spraypaint,"7,673",2015,20150704
M00398,soho, BANKSY ,acrylic,"4,660",2022,20220908
M03198,lower east side,kaws,aerosol,"1,200",2023,20230625
M00494,Chelsea,banksy,Spray Paint,137,2019,20190922
M04848,Harlem,cost,Spray Paint,"3,721",2023,20230122
M02137,Bushwick,cost,acrylic,"7,629",2013,20130716
M01382,Astoria,banksy,acrylic,"5,350",2014,20141211
M03326,LIC,Jane Q. Public,Mosaic,"6,904",2018,20181102
M03786,williamsburg,Jane Q. Public,aerosol,,2017,20170415
M00958,BUSHWICK,Banksy,Mosaic,"2,355",2007,20071207
M01752,williamsburg,Jane Q. Public,spray paint,-50,2008,20080927
M04154, Bushwick ,os gemeos,Wheatpaste,"7,418",2010,20101110
M03397,Williamsburg,jane q. public,acrylic,,2005,20051122
M01525,Lower East Side,os gemeos,aerosol,428,2013,20130921
M00649,soho,kaws,Wheatpaste,"5,532",2013,20131201
M00065,BUSHWICK,futura,spraypaint,"5,456",2011,20111105
M03738,chelsea ,jane q. public,spraypaint,"4,813",2020,20200505
M01033,the bronx,cost,Acrylic,"2,087",2020,20200124
M03592,chelsea ,faith47,Mosaic,"4,075",2006,20060603
M04119,astoria,COST,Spray Paint,519,2018,20180227
M00590,Astoria,Jane Q. Public,mosaic,"6,506",2007,20070824
M03998,Lower East Side,lady pink,Spray Paint,"5,511",2013,20131128
M00526,Lower East Side, BANKSY ,Mosaic,"1,555",2016,20160128
M00226,Harlem,Os Gemeos,aerosol,"2,478",2006,20060215
M04324,Bronx,Faith47,Wheatpaste,"5,696",2015,20150618
M04545,soho,shepard fairey,spraypaint,"4,276",2008,20081210
M03050,the bronx,COST,spray paint,"2,797",2011,20110422
M00708,Chelsea, BANKSY ,Spray Paint,127,2009,20090815
M00856,Long Island City,kaws,Wheatpaste,"2,608",2019,20190106
M03123,soho,Shepard Fairey,Wheatpaste,902,2013,20131011
M03289,astoria,Faith47,spraypaint,880,2011,20110728
M04270,bushwick,lady pink,Spray Paint,"6,801",2009,20090124
M04608,BUSHWICK,Shepard Fairey,mosaic,"1,393",2020,20200816
M01005,Williamsburg,kaws,spraypaint,"4,235",2014,20140907
M04465,LIC,Jane Q. Public,spray paint,830,,20160505
M02450,soho,faith47,Mosaic,468,2009,20091110
M00450,Williamsburg,kaws,Wheatpaste,"4,231",2010,20100311
M00356,Williamsburg,kaws,wheatpaste,"1,996",2010,20100306
M00794,BUSHWICK,Os Gemeos,Mosaic,"6,260",2022,20220821
M02981,the bronx,os gemeos,Mosaic,738,2015,20150618
M02893,Astoria,,Aerosol,"7,256",2008,20081125
M02844,chelsea ,Banksy,Aerosol,"7,990",2018,20181012
M00813,LIC,faith47,spraypaint,"2,928",2018,20181026
M00644,williamsburg,Shepard Fairey,spray paint,"1,099",2021,20210415
M03243,Astoria,Futura,Mosaic,"1,913",2006,20060714
M02596,the bronx,cost,Acrylic,"3,790",2006,20061024
M00194,Bronx,,Wheatpaste,"1,935",2009,20090602
M02567,Williamsburg,faith47,spray paint,999999,2013,20130619
M03769,Williamsburg,Shepard Fairey,Wheatpaste,"4,634",2018,20180424
M00173,LIC,Faith47,Spray Paint,"3,852",2017,20171225
M00938,LES,,spraypaint,"6,496",2018,20180520
M03358,chelsea , BANKSY ,spraypaint,"2,781",2021,20210116
M03830,Lower East Side,COST,Wheatpaste,191,2022,20220502
M04360,Lower East Side,Os Gemeos,spraypaint,"4,261",2020,20201106
M03345,Bronx,jane q. public,Wheatpaste,"6,256",2015,20150622
M01634,bushwick,,mosaic,"7,748",2011,20111202
M04293,Bushwick, BANKSY ,Acrylic,,2009,20090713
M04643,Chelsea,KAWS,spraypaint,-50,2016,20160203
M01040,Bushwick,shepard fairey,Aerosol,"3,729",2023,20230305
M02556,Bronx,shepard fairey,aerosol,"6,694",2023,20230615
M02199,bushwick,Faith47,mosaic,"5,696",2022,20221226
M00843, Bushwick ,shepard fairey,mosaic,"1,061",2019,20190914
M04322,chelsea ,Faith47,spraypaint,682,2013,20130724
M02628,soho, BANKSY ,spraypaint,"5,537",2012,20121028
M04180,astoria,COST,Aerosol,"1,341",2020,20200107
M04028,Bronx,KAWS,acrylic,"5,584",,20180421
M02006,Williamsburg,Banksy,Mosaic,"3,165",2015,20150919
M00234,soho,cost,Wheatpaste,"5,402",2007,20070302
M01795,BUSHWICK,os gemeos,Aerosol,"6,981",2017,20170705
M04009,harlem,futura,aerosol,"4,472",2019,20190510
M04670,SoHo,banksy,wheatpaste,"3,129",2011,20111228
M04541,harlem,Os Gemeos,spraypaint,"1,375",2005,20050118
M02829,williamsburg, BANKSY ,Acrylic,"6,847",2015,20150628
M00556, Bushwick ,Banksy,Spray Paint,"4,246",2020,20200210
M04807,astoria,Banksy,spraypaint,"2,679",2021,20210509
M03182,LES,Shepard Fairey,acrylic,138,2016,20161212
M02458,Long Island City,Os Gemeos,Acrylic,450,2009,20090918
M02918,lower east side,Shepard Fairey,mosaic,739,2005,20051104
M03532,harlem,cost,spray paint,"6,933",2010,20100727
M03720,astoria,lady pink,Wheatpaste,"1,887",2010,20100103
M01171,LES,COST,acrylic,"5,758",2007,20070615
M04173,LES,Futura,Acrylic,"5,538",2023,20230814
M02917,Lower East Side,cost,aerosol,"7,029",2006,20060604
M04394,soho,Jane Q. Public,Mosaic,"1,269",2019,20190306
M02624,SoHo,,spraypaint,"1,847",2009,20090801
M03559,Bronx,banksy,spraypaint,"7,598",2008,20081114
M00512,LIC,os gemeos,Spray Paint,"3,440",,20161002
M01784,the bronx,KAWS,Spray Paint,519,2013,20130323
M03537,BUSHWICK,Banksy,Acrylic,"4,383",2021,20211102
M03834,LIC,futura,Wheatpaste,"7,253",2011,20110425
M03958,Bronx,Lady Pink,mosaic,"6,139",2022,20220117
M02438,the bronx,faith47,wheatpaste,"5,234",2013,20130407
M01640,soho,kaws,acrylic,"2,043",2012,20120509
M03826,williamsburg,shepard fairey,wheatpaste,"1,461",2014,20141027
M01787, Bushwick ,KAWS,mosaic,999999,2007,20070905
M01672,LES,Banksy,Wheatpaste,699,2016,20161005
M02878,Williamsburg,kaws,spray paint,"3,417",2015,20151204
M02769,Williamsburg,os gemeos,Mosaic,"6,770",2017,20170212
M04018,Astoria,Shepard Fairey,Acrylic,176,2008,20081217
M00557,williamsburg,COST,mosaic,"1,553",2005,20050519
M01877,Long Island City,lady pink,Aerosol,"3,005",2018,20180728
M01201,williamsburg,,acrylic,"6,351",2008,20080404
M03073,lower east side,Futura,acrylic,"3,971",2016,20161105
M01747,williamsburg,Banksy,wheatpaste,217,2023,20230709
M03140,Lower East Side,,Spray Paint,"5,166",2016,20161222
M04239,Bronx,faith47,Wheatpaste,"4,072",2011,20110127
M02011,Chelsea,Lady Pink,Mosaic,"4,799",2021,20211113
M04830,Harlem,COST,Aerosol,488,2012,20120107
M02375,soho,faith47,wheatpaste,"7,603",2020,20200327
M00416,LIC, BANKSY ,acrylic,"3,041",2007,20071116
M02077,Harlem,lady pink,mosaic,"2,152",2015,20150302
M01449,Bushwick, BANKSY ,Wheatpaste,"1,626",2016,20160727
M00985, Bushwick ,Faith47,Acrylic,"7,984",2021,20210811
M01806,astoria,Os Gemeos,wheatpaste,"2,479",2020,20201216
M03682,bushwick,,wheatpaste,802,2007,20070726
M04086,BUSHWICK,COST,wheatpaste,255,2020,20200202
M03740,Bushwick,banksy,Mosaic,"3,660",2011,20110216
M02607,Astoria,kaws,aerosol,"3,742",2099,20181005
M01822,Williamsburg,faith47,Spray Paint,"6,306",2008,20080816
M00179,BUSHWICK,cost,Mosaic,"6,014",2018,20180828
M01488,Lower East Side,Os Gemeos,Mosaic,"7,494",2013,20130504
M02358, Bushwick ,cost,Aerosol,"4,002",2016,20160911
M00621,soho,Futura,aerosol,"7,432",2019,20190819
M03688,Bushwick,banksy,Spray Paint,"7,116",2011,20111019
M04486,chelsea ,kaws,Mosaic,"5,012",2016,20160716
M02250,the bronx,Shepard Fairey,wheatpaste,981,2011,20110403
M00839,Long Island City,Banksy,Acrylic,"5,682",2018,20180727
M04172,soho,shepard fairey,aerosol,"1,595",2011,20110716
M01564,harlem,futura,spray paint,"7,485",2006,20060816
M01432,LIC,kaws,Spray Paint,"6,110",2010,20100622
M02911,Williamsburg,Os Gemeos,aerosol,"6,591",2022,20221020
M00476,Lower East Side,Jane Q. Public,wheatpaste,"3,991",2015,20150726
M03158, Bushwick ,lady pink,mosaic,516,2021,20211209
M03477,chelsea ,Os Gemeos,acrylic,"4,154",2007,20071127
M00739,Astoria,Shepard Fairey,Acrylic,,2012,20121128
M01418,Chelsea,Jane Q. Public,acrylic,"6,668",2018,20181017
M01533,Bushwick,Lady Pink,Mosaic,"6,298",2019,20191018
M01128,Long Island City,KAWS,acrylic,"3,532",2017,20170211
M02289,lower east side,Jane Q. Public,spraypaint,"3,697",2016,20160322
M02558,Bushwick,lady pink,mosaic,,2019,20191121
M03615,harlem,futura,Aerosol,"6,927",2015,20150820
M03341,chelsea ,kaws,spray paint,"2,659",2020,20200528
M01069,Bushwick,Lady Pink,Spray Paint,"7,620",2023,20230410
M02946,LIC,shepard fairey,wheatpaste,"5,228",2008,20080226
M01200,LES,lady pink,Mosaic,"2,525",,20230607
M01722,Bronx,Jane Q. Public,Wheatpaste,"1,894",2021,20210212
M00024,BUSHWICK,,mosaic,"5,526",2012,20121110
M00709,Chelsea,Faith47,Spray Paint,"3,896",2010,20100206
M00189,Chelsea,cost,aerosol,"6,158",2020,20201207
M02796, Bushwick ,Banksy,Spray Paint,"5,328",2019,20190815
M04045,SoHo,futura,mosaic,"6,471",2014,20140808
M04049,lower east side,faith47,Aerosol,"2,995",2010,20100206
M01437,bushwick,COST,Mosaic,"4,291",2009,20090205
M04763,SoHo,futura,Wheatpaste,"3,853",2008,20080421
M01160,soho,kaws,spray paint,"3,792",2015,20151001
M02554, Bushwick ,COST,wheatpaste,"1,149",2015,20150827
M02403,chelsea ,,aerosol,"1,282",2023,20230522
M03562,Bronx,shepard fairey,spraypaint,"3,439",2020,20200224
M03001,Harlem,cost,mosaic,"1,626",2013,20130719
M02749,Williamsburg,Shepard Fairey,Aerosol,"5,645",2022,20221102
