m_id,insp_dt,cond,rtg,graf,fade
M00539,2024-05-14,,4,Yes,13
M04103,2019-04-02,fair,4,No,31
M00211,2020-10-28,poor,2,n,20
M00336,2023-09-04,Excellent,3,YES,39
M04313,2024-08-16,fair,5,YES,44
M04380,2020-05-20,poor,3,no,74
M03824,2023-09-15,Fair,5,n,17
M04279,2020-08-25,Good,3,no,36
M03108,2021-06-16,fair,1,Yes,41
M03495,2023-02-27,Good,1,n,12
M02704,2023-04-06,Excellent,1,No,41
M00176,2019-12-13,,5,NO,83
M03618,2023-12-15,good,5,Yes,48
M01184,2019-07-12,GOOD,4,Yes,32
M02017,2024-06-02,Poor ,3,y,12
M02902,2019-09-17,GOOD,5,yes,98
M00638,2022-03-21,good,4,no,16
M03664,2023-02-09,poor,5,Yes,23
M04368,2020-05-18,fair,1,No,61
M01281,2021-02-06,fair,1,Yes,40
M04243,2019-07-24,Good,4,yes,22
M00389,2022-02-13,poor,2,YES,
M02949,2023-05-04,Fair,4,Yes,48
M01639,2020-12-23,fair,5,n,89
M02054,2020-03-25,fair,0,no,43
M04450,2022-08-21,good,3,YES,13
M02700,2021-03-12,Good,5,n,43
M02032,2021-10-17,fair,5,NO,48
M01323,2023-08-24, excellent,2,YES,76
M04815,2024-08-05,Poor ,2,Yes,64
M03773,2019-01-05,good,4,YES,
M00242,2024-04-01,poor,4,y,70
M04594,2024-07-09,,2,No,1
M02723,2022-02-24,GOOD,1,no,32
M04823,2021-06-13,Fair,3,yes,90
M03842,2022-10-02,Good,4,yes,88
M01054,2024-06-12,GOOD,4,No,48
M04692,2024-07-12,GOOD,5,y,24
M04784,2020-12-25,Fair,5,yes,83
M03949,2022-04-03,poor,5,Yes,39
M04185,2023-10-11,GOOD,3,y,24
M02978,2021-12-28,Fair,3,y,38
M03906,2021-11-15,Excellent,3,yes,43
M00549,2022-01-15,Excellent,2,no,37
M04172,2021-03-19,GOOD,3,Yes,95
M01058,2020-07-08,Excellent,4,YES,90
M02702,2022-03-20,good,1,YES,19
M03944,2020-02-02,Good,1,Yes,33
M04009,2023-02-11,fair,2,yes,
M00037,2022-02-13, excellent,1,YES,33
M03206,2019-04-23,fair,4,Yes,93
M01929,2023-03-15,good,5,yes,21
M01872,2022-03-22, excellent,5,yes,
M03727,2024-10-11,poor,1,yes,93
M04651,2022-08-07,Fair,5,YES,18
M00914,2022-03-05,Fair,4,YES,28
M00454,2024-07-26,Excellent,1,no,2
M04827,2020-08-01,fair,3,YES,39
M03712,2019-05-28,good,3,NO,83
M04357,2023-11-08,fair,5,n,47
M01941,2021-06-01,Excellent,3,n,89
M02909,2024-07-17,GOOD,1,Yes,26
M02690,2023-12-09,Poor ,1,NO,50
M03837,2024-05-23,Good,2,Yes,66
M02792,2024-10-01,fair,2,n,67
M00246,2019-12-28,Excellent,3,Yes,37
M01039,2023-10-11,good,99,NO,23
M01668,2021-05-22,Fair,1,Yes,29
M03331,2024-02-13,GOOD,2,n,99
M02805,2023-06-21,Good,2,no,84
M00312,2024-06-14,Good,1,Yes,98
M00727,2024-02-18,GOOD,2,Yes,83
M00014,2019-01-08,,5,no,95
M00658,2019-10-19,fair,3,n,35
M02664,2021-10-04,Good,4,NO,58
M03161,2024-05-25,Fair,4,Yes,74
M00299,2022-03-12,Poor ,2,yes,8
M00431,2020-02-13,GOOD,3,No,84
M00117,2022-06-14,Fair,1,No,3
M03666,2019-08-05, excellent,3,n,76
M00346,2024-04-19,good,3,no,22
M03945,2023-10-19, excellent,,y,16
M09740,2022-07-01,GOOD,4,No,93
M01137,2024-09-04,Good,1,yes,93
M00269,2021-04-23,Poor ,1,Yes,15
M03342,2019-09-15,Excellent,99,NO,47
M00788,2024-02-16,Good,3,n,5
M00911,2022-09-17,GOOD,2,No,86
M04884,2020-08-05,Poor ,5,No,32
M00103,2019-11-06, excellent,2,y,10
M01059,2021-12-28,Good,4,YES,73
M04233,2019-07-05,poor,1,No,4
M03582,2021-05-24,Poor ,2,y,27
M02305,2021-11-05,Good,3,No,71
M02660,2020-03-24,Poor ,4,YES,65
M04436,2023-12-28,Excellent,1,no,38
M01732,2022-06-24,Poor ,5,NO,81
M02042,2022-09-16,GOOD,,n,34
M03065,2024-04-15,Poor ,4,yes,25
M02419,2020-10-15,Excellent,4,y,14
M04084,2021-03-27,Fair,3,no,35
M00796,2020-05-28,GOOD,2,Yes,18
M03446,2023-04-23,Excellent,5,NO,71
M03242,2021-11-05,poor,1,NO,83
M03572,2019-08-12,GOOD,5,no,82
M04181,2024-08-24,Excellent,2,YES,77
M04626,2022-05-20,Fair,3,no,66
M00587,2021-02-05,Poor ,4,y,64
M02910,2020-05-17,,,YES,91
M00940,2022-04-04,poor,3,no,88
M04730,2024-03-28,good,5,yes,79
M00465,2024-05-25,GOOD,2,no,48
M09472,2021-11-08,Poor ,3,No,56
M00941,2022-05-06,,1,y,28
M03445,2024-12-11, excellent,5,no,17
M04689,2022-11-25,poor,1,no,65
M02463,2021-01-09,Good,3,yes,37
M01055,2019-02-26,fair,1,No,17
M03737,2022-02-19,Fair,5,Yes,64
M03264,2019-11-20,GOOD,2,yes,66
M04206,2024-06-05,Fair,2,y,88
M04621,2019-02-25,poor,4,YES,84
M04168,2023-10-27,Good,3,Yes,18
M04637,2023-07-28,good,3,YES,69
M04101,2021-07-08,poor,3,YES,68
M03559,2019-09-11,poor,5,Yes,12
M09436,2022-11-04,Excellent,1,No,94
M02587,2020-06-12,Poor ,3,Yes,60
M02456,2023-03-10,Excellent,4,No,18
M01579,2022-10-09,fair,2,NO,93
M02130,2019-05-22,GOOD,3,YES,34
M00709,2022-03-03, excellent,2,Yes,54
M01106,2019-09-19, excellent,3,YES,21
M01487,2019-10-04,,4,No,62
M02830,2020-11-22, excellent,5,yes,56
M01195,2024-10-09,Fair,4,n,17
M04344,2023-03-02,poor,5,n,48
M02420,2019-09-14,Fair,3,y,23
M03298,2023-08-18,poor,3,n,79
M02025,2021-04-19,Excellent,3,yes,37
M01728,2023-11-01, excellent,3,no,71
M00738,2022-01-22,GOOD,1,no,61
M03177,2020-12-17,fair,3,no,13
M04664,2023-12-13, excellent,1,y,100
M04747,2021-10-17,Fair,1,n,41
M00693,2023-09-21,Poor ,1,YES,89
M00588,2024-02-09,GOOD,3,No,2
M09068,2023-02-08,poor,1,yes,2
M04485,2022-08-22,GOOD,0,y,34
M04079,2021-11-03,GOOD,5,NO,94
M04712,2024-03-17,GOOD,2,no,64
M02104,2023-12-07,good,99,NO,97
M01797,2024-12-15,Excellent,3,No,84
M00126,2023-03-13,good,2,n,47
M00405,2022-12-12, excellent,1,n,23
M02156,2019-10-16,GOOD,3,y,59
M04026,2021-01-09,Excellent,1,No,2
M03991,2023-03-13,,2,NO,84
M03244,2019-11-28,GOOD,99,YES,77
M01231,2023-10-21,Good,5,YES,30
M02707,2024-09-28,Fair,2,NO,92
M02323,2022-05-11,Good,,NO,95
M03093,2024-02-28,Excellent,1,n,13
M00577,2020-08-14, excellent,2,YES,20
M01025,2024-03-15,Fair,1,yes,68
M00746,2021-04-09,Poor ,4,n,29
M00737,2024-11-22,Excellent,2,No,60
M01587,2023-08-25,Good,1,y,93
M04834,2024-04-21,Excellent,4,no,8
M01107,2023-11-19,Fair,,YES,84
M00267,2021-01-01,poor,1,y,78
M03952,2023-12-02,Poor ,4,yes,14
M01312,2019-10-01,Excellent,3,YES,50
M04562,2020-12-11,Excellent,1,YES,4
M00386,2021-11-01,fair,5,Yes,55
M04756,2021-06-14,good,2,NO,35
M02566,2022-01-24,Good,3,YES,31
M02451,2022-09-06,GOOD,2,n,0
M00061,2019-11-28,Poor ,1,YES,150
M00771,2019-07-06,Excellent,3,No,80
M01705,2021-08-13,Excellent,3,No,37
M00066,2023-05-16,good,5,y,80
M03277,2022-07-16,fair,1,YES,15
M03766,2022-12-25,GOOD,4,Yes,0
M00375,2021-10-21,Good,5,yes,64
M04424,2022-04-07,Poor ,3,y,71
M04030,2024-10-09,GOOD,3,No,91
M03857,2022-09-02,poor,3,No,43
M04337,2019-12-25, excellent,2,No,73
M03369,2024-09-11,,4,y,75
M00409,2022-09-18,Poor ,5,yes,40
M00183,2023-02-15,poor,,NO,31
M00882,2021-10-08, excellent,3,n,74
M04880,2020-09-28,poor,5,NO,71
M04849,2023-01-24,GOOD,5,yes,100
M00265,2024-02-26, excellent,2,Yes,90
M00526,2023-11-26,good,1,NO,95
M02170,2024-06-03,poor,2,y,23
M09733,2020-09-07,Poor ,5,y,
M03318,2023-01-06,fair,4,YES,5
M00878,2021-04-27,Fair,3,no,8
M04306,2021-09-12,Good,1,NO,13
M04638,2023-01-08,GOOD,3,No,29
M03148,2020-06-26,poor,2,Yes,92
M03226,2021-04-10,poor,5,no,31
M04440,2020-02-11,GOOD,2,no,14
M02016,2019-11-14,poor,1,yes,22
M03443,2021-11-12,GOOD,3,no,5
M04106,2023-12-15,Good,1,No,0
M02833,2023-09-12,Good,3,y,42
M01414,2023-11-28,poor,3,y,99
M02689,2022-04-26,Fair,1,NO,44
M00951,2020-10-26,Poor ,3,no,
M00784,2022-11-16,fair,5,yes,82
M00274,2023-07-06,,4,YES,17
M02210,2024-09-21,,5,No,9
M03377,2022-10-18,good,3,No,3
M01896,2024-12-15,good,2,no,96
M03693,2022-05-23,GOOD,3,YES,35
M01134,2024-03-05,Excellent,5,n,95
M00472,2022-01-03,fair,1,yes,54
M04223,2019-04-23,Fair,5,NO,35
M01803,2023-05-24,Fair,5,yes,39
M01293,2021-07-08,Fair,3,no,38
M01925,2023-06-25, excellent,1,No,44
M00330,2019-10-21,good,4,yes,
M03219,2020-09-12,GOOD,2,No,90
M04188,2021-12-22,Poor ,2,No,64
M01274,2024-09-20,Fair,1,y,69
M01885,2019-05-12,Poor ,4,YES,96
M00374,2022-03-07, excellent,3,NO,39
M01396,2023-03-25,poor,4,NO,53
M03005,2019-06-27,Poor ,3,Yes,11
M03710,2020-04-19,poor,5,No,
M00667,2024-10-07,Excellent,4,yes,60
M00152,2022-07-28,good,4,NO,43
M01693,2019-09-08,Poor ,2,n,23
M04227,2020-04-18,fair,5,Yes,80
M04320,2022-11-27,fair,4,YES,65
M00498,2019-07-11,Good,4,n,
M02246,2020-02-16,,2,NO,85
M03252,2022-01-08,GOOD,4,no,38
M02489,2022-12-28, excellent,1,n,68
M02630,2019-07-04,Excellent,2,NO,63
M04292,2022-12-16,Poor ,,No,
M03255,2020-04-23,GOOD,1,No,55
M02919,2021-03-17, excellent,2,YES,92
M03040,2021-02-02,fair,2,Yes,91
M04112,2019-09-27,Fair,5,no,68
M04611,2023-02-11, excellent,3,n,92
M02221,2019-10-17,Poor ,4,y,35
M03472,2024-11-03,Excellent,5,yes,85
M01977,2023-12-02,Good,2,n,88
M00456,2024-07-13,fair,5,YES,16
M00915,2022-03-07,GOOD,5,No,79
M03614,2023-12-09,Good,5,y,84
M04795,2022-07-15,Good,,No,38
M01892,2021-06-24,Fair,4,yes,56
M01314,2020-11-23,good,4,y,98
M01969,2019-05-12,Good,1,No,41
M03069,2019-05-27,fair,4,Yes,75
M01507,2023-03-22,good,3,yes,1
M03793,2019-06-08,good,5,y,97
M04150,2022-10-02, excellent,2,NO,47
M00823,2024-05-15,fair,3,no,86
M00337,2020-08-10,fair,2,Yes,2
M00550,2021-11-01,good,5,y,64
M01628,2020-11-21,fair,1,No,61
M02073,2024-07-23,fair,1,YES,32
M04746,2020-02-23,good,3,y,86
M03294,2020-04-10,fair,1,y,16
M03523,2019-06-01,GOOD,1,yes,92
M00981,2024-03-25,Good,1,y,43
M00316,2022-04-01,poor,3,n,80
M02942,2020-06-11,good,4,No,78
M04454,2019-02-16,GOOD,2,No,35
M04720,2020-02-27,Good,5,NO,96
M01576,2019-12-26,Poor ,5,y,23
M04457,2019-08-13,GOOD,2,n,47
M04275,2021-08-02,Poor ,4,y,68
M04624,2020-08-16,Excellent,1,NO,75
M01093,2023-07-12,Good,4,Yes,12
M00023,2019-09-24, excellent,1,n,80
M04028,2021-06-07,Good,1,no,69
M04499,2023-12-28,Poor ,4,Yes,4
M01142,2024-06-25,,5,NO,43
M02265,2022-07-12,GOOD,5,no,34
M01815,2021-05-05,poor,2,yes,16
M03334,2023-05-13,GOOD,2,No,92
M00101,2024-03-10,Poor ,2,Yes,41
M03783,2022-11-06,fair,5,Yes,51
M00038,2024-10-19,Fair,,NO,11
M09381,2024-11-16,GOOD,3,YES,-10
M00659,2022-04-15,Excellent,5,yes,54
M03228,2019-11-16,Poor ,2,Yes,2
M04768,2019-05-11,Poor ,4,No,11
M02841,2024-12-21,Excellent,5,No,58
M00849,2022-08-08, excellent,4,YES,39
M02402,2024-09-12,poor,5,no,24
M03058,2020-02-05,Good,1,no,0
M01903,2021-05-24,Poor ,3,n,18
M01948,2021-04-07,Poor ,4,NO,87
M01686,2019-03-24,fair,3,no,9
M03287,2023-06-26,poor,4,NO,28
M02839,2024-01-20,Poor ,4,No,55
M02496,2019-03-14,Excellent,2,n,89
M00633,2023-09-28,GOOD,3,yes,1
M01080,2020-02-26, excellent,4,Yes,100
M01678,2021-04-20,fair,5,Yes,48
M04269,2024-08-09,Good,2,y,2
M03180,2022-05-21,good,,no,
M04001,2022-07-16,GOOD,,no,98
M02243,2019-12-10,poor,4,No,70
M01213,2023-08-28,Excellent,1,YES,12
M01374,2023-07-16,GOOD,4,YES,-10
M04575,2020-05-06,Good,2,n,17
M03272,2021-10-05,Good,,n,7
M00595,2024-09-19,good,4,No,0
M01990,2023-07-10,Good,3,YES,16
M02871,2020-09-04, excellent,3,yes,58
M02800,2021-04-20,Good,2,YES,
M01129,2023-10-17,Good,2,NO,71
M01437,2019-10-08,fair,3,NO,88
M04165,2024-09-10,Poor ,1,Yes,53
M04121,2019-08-09,fair,3,YES,30
M02765,2023-01-27,good,4,YES,73
M03151,2022-01-13,Fair,1,No,28
M00735,2021-05-15,Poor ,5,yes,13
M03642,2023-11-25,Fair,4,n,70
M01343,2021-08-14,poor,1,n,35
M01623,2021-10-04, excellent,5,No,47
M00080,2020-10-10,Fair,1,Yes,58
M02586,2023-07-27, excellent,2,yes,150
M01604,2020-01-27, excellent,2,y,51
M00365,2020-07-03,GOOD,5,n,82
M04228,2023-09-28,Excellent,3,No,36
M03142,2022-11-19,fair,3,YES,32
M00799,2019-02-16,good,2,y,81
M02744,2022-08-20,good,2,No,42
M00797,2021-06-04, excellent,2,YES,45
M00983,2023-04-25,Fair,3,Yes,43
M01683,2019-03-17,Fair,5,NO,4
M02436,2023-01-27,Poor ,4,NO,82
M02522,2020-01-20,Fair,2,no,96
M03878,2019-08-14,Poor ,3,yes,40
M03915,2022-11-22,poor,1,No,20
M02876,2024-01-23,Excellent,1,NO,15
M04463,2022-02-22,,4,NO,31
M03819,2019-04-12,Excellent,5,n,84
M01479,2019-01-02, excellent,,n,9
M03461,2019-04-07, excellent,3,No,32
M04516,2021-07-24,good,1,YES,95
M01931,2024-02-09,poor,2,yes,85
M02213,2021-08-10,Good,2,n,150
M01170,2022-08-18,fair,2,n,0
M01322,2020-07-25,Good,2,Yes,26
M00594,2020-09-28,GOOD,1,No,75
M04620,2024-06-09,good,2,No,34
M03871,2021-05-06, excellent,99,y,12
M03275,2019-05-11,good,,YES,38
M00570,2020-07-07, excellent,1,No,95
M04398,2021-11-06,good,3,y,19
M00798,2024-12-03,Poor ,5,no,74
M04376,2022-05-17,,3,No,34
M00145,2024-07-18,Excellent,4,YES,
M02427,2022-11-28, excellent,2,no,6
M03914,2024-11-05,Excellent,2,NO,86
M00566,2024-02-09,Good,4,No,30
M03967,2019-03-17,Good,4,yes,39
M01908,2019-04-16,poor,1,n,82
M09036,2024-10-17,Poor ,4,n,-10
M02986,2019-03-03,Good,1,No,
M00325,2024-12-01, excellent,4,n,15
M02908,2020-04-02,Poor ,3,No,45
M00974,2019-09-09, excellent,4,yes,98
M01135,2021-05-23,good,2,Yes,78
M00435,2021-08-03, excellent,4,YES,66
M04056,2021-07-28,Fair,2,no,13
M04648,2024-11-14,Good,3,n,78
M00905,2020-02-26,Excellent,5,YES,63
M03640,2021-01-04,poor,1,y,74
M00171,2019-03-06,Good,5,y,4
M04791,2024-03-16,good,2,NO,25
M01661,2020-03-23, excellent,1,No,4
M02369,2021-06-09,good,1,n,3
M04852,2021-12-06,Good,0,yes,80
M01631,2022-05-08,poor,3,YES,3
M02894,2021-01-06, excellent,4,no,21
M02111,2019-09-10,Fair,4,No,32
M01249,2019-06-19,fair,1,No,92
M01525,2020-07-01,GOOD,3,no,61
M04826,2022-06-22, excellent,1,n,18
M01690,2020-06-11, excellent,3,No,51
M03901,2024-07-05,good,2,yes,61
M00908,2019-12-11,Excellent,1,y,55
M01581,2022-07-15,Fair,4,yes,24
M04407,2023-05-06,poor,3,y,11
M04129,2023-10-05,Good,4,Yes,91
